Time,Elastic Energy,Bulk free energy,Gradient Energy,Total Energy
0.1,3.1960092957607,5.50418337583582,32.6316167850002,41.3318094565967
0.15,3.15384589098048,6.37432480102649,8.76450884935825,18.2926795413652
0.175,3.13439262479407,6.75062575714681,6.91356034784629,16.7985787297872
0.1875,3.13313650467628,6.79223241580234,6.55124777757963,16.4766166980582
0.2125,3.13046779871152,6.80437895028145,6.4178821164211,16.3527288654141
0.225,3.12767793330717,6.85808214803013,6.16882064285501,16.1545807241923
0.25,3.1260404392239,6.87545236358091,6.06964315449575,16.0711359573006
0.3,3.12357092386077,6.91670698714666,5.88771735738057,15.927995268388
0.325,3.11899850834953,6.98368917635987,5.60388918638035,15.7065768710898
0.375,3.11712589102302,7.01339417342932,5.48834116472198,15.6188612291743
0.4,3.11357976975394,7.06581400187885,5.29444049263512,15.4738342642679
0.45,3.11205785026883,7.08923305916493,5.21185157755025,15.413142486984
0.475,3.10915065125072,7.13260588291462,5.06723136194901,15.3089878961144
0.525,3.10786234958357,7.15205951791965,5.00402891698914,15.2639507844924
0.625,3.1053937282325,7.18913252475672,4.89023642273256,15.1847626757218
0.675,3.10114268592568,7.25326589987142,4.70447287386639,15.0588814596635
0.775,3.09923887954568,7.2819444788741,4.62683680995501,15.0080201683748
0.825,3.09584909107627,7.33285062938831,4.49438459421424,14.9230843146788
0.925,3.09430306767091,7.35638591294412,4.43660831503971,14.8872972956547
0.975,3.09149034592813,7.39866844087345,4.33554981316259,14.8257085999642
1.075,3.09018974350195,7.41858148280821,4.29027600931902,14.7990472356292
1.275,3.08779024582361,7.45474726341507,4.20966690791716,14.7522044171558
1.375,3.08360982900865,7.51892893029001,4.07555294289289,14.6780917021915
1.575,3.08176488646054,7.54669471026289,4.01991852660263,14.6483781233261
1.675,3.07845936795637,7.59746739407692,3.9232706445413,14.5991974065746
1.875,3.07697668367947,7.62004009207352,3.88168594165291,14.5787027174059
2.275,3.07426962249251,7.66178300889901,3.8077644288097,14.5438170602012
2.475,3.06973570934517,7.73236385660752,3.68956379430743,14.4916633602601
2.875,3.06778465130205,7.76244096331395,3.64164284155816,14.4718684561742
3.075,3.06440282997456,7.81541085496134,3.56073418755833,14.4405478724942
3.475,3.06292404132111,7.83866719218494,3.52648492662653,14.4280761601326
4.275,3.0602988714504,7.88028121152829,3.46708253554404,14.4076626185227
4.675,3.05612896510998,7.94802724455729,3.37506916686524,14.3792253765325
5.475,3.05442096597139,7.97551478028907,3.3392053549548,14.3691411012153
5.875,3.05162081647295,8.02218982821326,3.28014988762819,14.3539605323144
6.675,3.05046564478577,8.04173507328955,3.25598690342056,14.3481876214959
8.275,3.04853109343945,8.07530416514677,3.21520538353963,14.3390406421259
9.075,3.0458323078721,8.12568866547212,3.15535046324477,14.326871436589
10.675,3.0448753899291,8.14428768192458,3.13352827761227,14.322691349466
13.875,3.04354686787138,8.17411970378914,3.09881930666268,14.3164858783232
15.475,3.04228736801142,8.21201896130093,3.05462349951904,14.3089298288314
18.675,3.04208529273091,8.22406342193451,3.04032554895451,14.3064742636199
25.075,3.0421165993662,8.2408856456671,3.01982504609543,14.3028272911287
37.875,3.04304266667575,8.2569956685977,2.99786060530814,14.2978989405816
63.475,3.04608045715447,8.26096266752173,2.98362663300012,14.2906697576763
76.275,3.05305593815189,8.24217273788292,2.9828903531247,14.2781190291595
101.875,3.05684990467832,8.22984912556729,2.98547682152442,14.27217585177
114.675,3.06386956730697,8.20690201292068,2.99000721832635,14.260778798554
140.275,3.06739574887724,8.19557167250874,2.99230760049014,14.2552750218761
191.475,3.074031508471,8.17399695285076,2.99656726431146,14.2445957256332
217.075,3.08598263371796,8.13500402186976,3.00358768153082,14.2245743371185
268.275,3.09233509517328,8.11516055057042,3.00742105754905,14.2149167032927
293.875,3.10371033395464,8.07851429679462,3.01401344645994,14.1962380772092
345.075,3.10957683327859,8.06027886167403,3.01727156562777,14.1871272605804
