Time,Elastic Energy,Bulk free energy,Gradient Energy,Total Energy
6524.275,3.963203803,5.950930004,3.369254976,13.28338878
6575.475,3.97124816,5.933184986,3.373173024,13.27760617
6677.875,3.975321017,5.924615886,3.3748391,13.274776
6729.075,3.983195482,5.907383565,3.378670542,13.26924959
6831.475,3.987170775,5.899083582,3.380290917,13.26654527
6882.675,3.994877345,5.88235678,3.384029914,13.26126404
6985.075,3.998757048,5.874320723,3.385602342,13.25868011
7036.275,4.006297744,5.858091523,3.389244215,13.25363348
7138.675,4.010083816,5.850313991,3.390766903,13.25116471
7189.875,4.017460708,5.834573741,3.39430809,13.24634254
7292.275,4.021155105,5.827049062,3.395779736,13.2439839
7343.475,4.02837033,5.811788419,3.399217724,13.23937647
7445.875,4.031975011,5.804510629,3.400637533,13.23712317
7497.075,4.039030787,5.78971961,3.403970791,13.23272119
7599.475,4.042547714,5.78268245,3.405338476,13.23056864
7650.675,4.049446346,5.768350471,3.408566402,13.22636322
7753.075,4.05287748,5.761547395,3.409882172,13.22430705
7804.275,4.059621364,5.747663305,3.413005053,13.22028972
7906.675,4.062968671,5.74108749,3.4142696,13.21832576
7957.875,4.069560291,5.727639603,3.417288566,13.21448846
8060.275,4.072825732,5.721283977,3.418503032,13.21261274
8111.475,4.079267659,5.708260112,3.421420005,13.20894778
8213.875,4.082453189,5.702117393,3.422585944,13.20715653
8265.075,4.088748069,5.689504947,3.425403557,13.20365657
8367.475,4.091855629,5.683567693,3.426522874,13.2019462
8572.275,4.098006173,5.671353738,3.429244371,13.19860428
8674.675,4.108552321,5.651090402,3.43287291,13.19251563
8879.475,4.114715881,5.639006376,3.435841805,13.18956406
8981.875,4.125152637,5.619251724,3.439599248,13.18400361
9186.675,4.130980691,5.607986797,3.442344644,13.18131213
9289.075,4.141065086,5.58920378,3.445958168,13.17622703
9493.875,4.146588452,5.578687297,3.448494948,13.1737707
9596.275,4.156281499,5.560880799,3.451962076,13.16912437
9801.075,4.161523304,5.551056621,3.454303518,13.16688344
9903.475,4.170818945,5.534184402,3.457638404,13.16264175
10108.275,4.175798439,5.524998757,3.459801382,13.16059858
10210.675,4.184701558,5.509011273,3.463016804,13.15672964
10415.475,4.189435041,5.500413073,3.465019942,13.15486806
10517.875,4.197955072,5.485261249,3.468125721,13.15134204
10722.675,4.20245665,5.47720331,3.46998714,13.1496471
10825.075,4.210605142,5.462840142,3.472990804,13.14643609
11029.875,4.214887319,5.45527967,3.474726889,13.14489388
11132.275,4.222676844,5.441660522,3.477634353,13.14197172
11337.075,4.226750944,5.434559046,3.479259303,13.14056929
11439.475,4.234194535,5.42164171,3.482075302,13.13791155
11644.275,4.238070999,5.41496474,3.483601123,13.13663686
11746.675,4.245181845,5.402709445,3.486329465,13.13422075
11951.475,4.248870424,5.39642603,3.487766181,13.13306263
12053.875,4.255661685,5.384795419,3.490409911,13.13086702
12258.675,4.259171566,5.378877703,3.491765849,13.12981512
12361.075,4.265656255,5.367836785,3.494327388,13.12782043
12565.875,4.268996143,5.362259598,3.495609478,13.12686522
12668.275,4.275187038,5.351775645,3.498090751,13.12505343
12873.075,4.27836521,5.346516143,3.499304802,13.12418615
13282.675,4.284274794,5.336558566,3.501707361,13.12254072
13487.475,4.293997694,5.320702045,3.505091466,13.1197912
13897.075,4.299587631,5.311199173,3.507714117,13.11850092
14101.875,4.308846934,5.296137711,3.511217649,13.11620229
14511.475,4.313896343,5.287661071,3.513570441,13.11512786
14716.275,4.322466585,5.273820472,3.516913305,13.11320036
15125.875,4.327043688,5.266222931,3.519035945,13.11230256
15330.675,4.334937221,5.253562324,3.522187465,13.11068701
15740.275,4.339093997,5.246735255,3.524106975,13.10993623
15945.075,4.346352602,5.235162821,3.527066956,13.10858238
16354.675,4.350132069,5.229020224,3.528802036,13.10795433
16559.475,4.35680155,5.218441202,3.531577168,13.10681992
16969.075,4.360240687,5.212910443,3.533143314,13.10629444
17788.275,4.366365785,5.203236277,3.535741939,13.105344
18197.875,4.375502614,5.189126113,3.539339224,13.10396795
19017.075,4.380730159,5.180677896,3.541936877,13.10334493
19426.675,4.388899147,5.168068509,3.545362111,13.10232977
20245.875,4.393280242,5.161077299,3.547519032,13.10187657
20655.475,4.400362922,5.150200685,3.550562286,13.10112589
21474.675,4.404077368,5.144344605,3.552371678,13.10079365
23113.075,4.410190409,5.135004323,3.555044977,13.10023971
23932.275,4.418112842,5.123114847,3.558369271,13.09959696
25570.675,4.422554426,5.116088788,3.560669389,13.0993126
28847.475,4.429083304,5.106308345,3.563513147,13.0989048
35401.075,4.436039703,5.09588344,3.566619857,13.098543
48508.275,4.442707114,5.085848746,3.569713429,13.09826929
74722.675,4.44815252,5.077631484,3.572306308,13.09809031
127151.475,4.45275724,5.07069814,3.574515516,13.0979709
232009.075,4.456238192,5.065457009,3.576203498,13.0978987
441724.275,4.459153192,5.061088494,3.577609102,13.09785079
861154.675,4.461259195,5.057928018,3.578635301,13.09782251
1700015.475,4.463078057,5.055216556,3.579508189,13.0978028
3377737.075,4.464320951,5.053354539,3.580115693,13.09779118
6733180.275,4.465463901,5.051660072,3.580658334,13.09778231
13444066.68,4.466178805,5.050588076,3.581010062,13.09777694
26865839.48,4.46691007,5.049511053,3.5813512,13.09777232
53709385.08,4.467304139,5.048916924,3.581548311,13.09776937
107396476.3,4.467785422,5.048214198,3.581766905,13.09776653
214770658.7,4.46798492,5.04790862,3.581871034,13.09776457
429519023.5,4.468314528,5.047432939,3.582015079,13.09776255
859015753.1,4.468396138,5.047301354,3.582063574,13.09776107
1718009212,4.468633737,5.046963563,3.582162178,13.09775948
3435996131,4.468643986,5.046936661,3.58217762,13.09775827
6871969967,4.468825777,5.046682752,3.582248428,13.09775696
13743917641,4.468792885,5.0467186,3.582244447,13.09775593
27487812988,4.46894083,5.046515832,3.58229816,13.09775482
54975603683,4.468881907,5.046589072,3.582282963,13.09775394
1.09951E+11,4.469009329,5.046417586,3.582326073,13.09775299
2.19902E+11,4.468934748,5.046512896,3.582304586,13.09775223
4.39805E+11,4.46904973,5.046360638,3.582341038,13.09775141
8.79609E+11,4.468965772,5.046468775,3.582316203,13.09775075
1.09951E+12,4.469073215,5.046328423,3.582348398,13.09775004
1.20946E+12,4.468983684,5.046443827,3.582321959,13.09774947
1.42937E+12,4.46908656,5.046310929,3.58235136,13.09774885
1.86917E+12,4.468993752,5.04643027,3.582324339,13.09774836
